1100	MONMOUTHSHIRE rider Lewis Oliva and Risca’s Sam Harrison both won bronze medals at the UCI Track Cycling World Cup event in Glasgow at the weekend.
1101	JORDAN Stoddart reckons a sense of injustice over losing at Bromsgrove Sporting is fuelling Worcester City’s unlikely late bid for promotion.
1102	"OXFORDSHIRE may be the defending champions, but head coach Craig Burrows believes his side will have a point to prove at Essex."
1103	"AS he settled back to watch Manchester City annihilate Burton Albion on Wednesday night, Rafael Benitez could have been forgiven for having a wry chuckle."
1104	"A CARER jailed for stealing almost £100,000 from a vulnerable elderly woman has been ordered to pay back just £5."
1105	"AS Rockliffe Hall near Darlington approaches its tenth year as a luxury hotel, spa, and golf club, Heather Barron drops in to test the delights on offer in the Orangery restaurant"
1106	ANIMAL welfare chiefs are warning of the dangers of glue traps after a young gull suffered a fatal encounter in Southampton.
1107	"WITH the business end of the National League season fast appoaching, few would have predicted that AFC Fylde would be the division’s top scorers with 54 goals."
1108	"HAMPSHIRE need to save another £80 million by 2021, according to a Daily Echo article (June 13)"
1109	ELEVEN years ago the people of Worcestershire were in danger of losing access to one of the county’s historical treasures.
1110	"THEY make for an obvious comparison, but Ralph Hasenhuttl has made a better start to his Saints career than Mauricio Pochettino ahead of the Spurs manager’s return to St Mary’s this weekend."
1111	IT was a great day for Blackbird Leys boxers with seven wins out of 11 in the club’s annual open show.
1112	"EVEN before he had left Wembley Stadium, Liam Sercombe’s mind was already on the trip to Crawley this weekend."
1113	The growing popularity of meat-free products has seen sales rise by £17.2 million in the last 12 months.
1114	"Gary Coatsworth has a place in Darlington folklore for scoring the crucial goal which sealed the club’s promotion back to the Football League in May 1990. Twenty-one years before Chris Senior’s magic moment at Wembley, Coatsworth’s header in the closing stages at Welling gave Quakers a 1-0 win and the GM Vauxhall Conference title. Approaching a quarter of a century since that sun-soaked day in London, Ray Simpson caught up with him to look back on his Darlington days."
1115	OXORDSHIRE’S health chief has warned that more must be done to tackle obesity as the problem continues to pile more pressure on health services.
1116	A HAMPSHIRE organisation dedicated to helping homeless people has been forced to give up its work.
1117	"Rep. Roscoe G. Bartlett is no liberal, but a debate developed yesterday over how his stand against the death penalty and his views on abortion at a candidates forum should be understood in light of his rock-solid conservative voting record."
1118	ABP Southampton apprentices Curtis Meredith and Morgan Rodaway braved the Dragon’s Den as part of a fun inter-active learning session at the Port of Southampton.
1119	HUNDREDS of people gathered at York’s National Railway Museum as The Flying Scotsman arrived for a naming ceremony to honour its former owner.
1120	OXFORD United missed out on a glamour tie in the Emirates FA Cup third round draw – but Karl Robinson believes a trip to Brentford offers a big opportunity.
1121	"EBBW Vale are desperate to “get back on the horse” as quickly as possible following last weekend’s National Cup loss to Merthyr, according to head coach Greg Woods."
1122	"AN MP is to write to the Mayor of London demanding to know why a £1.5bn contract to build a new generation of underground trains was awarded to a company that has yet to build its factory over skilled workers and a state-of-the-art facility ""ready for business"" in the North-East."
1123	CHILDREN’s services could suffer under Middlesbrough Council proposals to cut almost £14m from next year’s budget.
1124	"WASHINGTON -- Attackman Brandon Cannon had been struggling with injuries and scoring, enough that Georgetown coach Dave Urick was about to make some serious inquiries about his junior attackman. And then came yesterday."
1125	EIGHT months of Angela Piromalli’s year are dominated by the awards she organises to celebrate young people.
1126	HARRY Worley credited an excellent individual performance in Oxford United’s goalless draw at Cheltenham Town to keeping a level head throughout a difficult season.
1127	"A MAN sustained ""potentially life-changing"" injuries in Bournemouth town centre after the World Cup on Wednesday night."
1128	Kyle Abbott registered his best bowling figures of the season as Hampshire completed a 114-run victory over Worcestershire in the Specsavers County Championship relegation battle at Blackfinch New Road.
1129	"As Offbeat prepares to kick off, performers across the country prepare to descend on Oxford for its ever-growing fringe festival, this year boasting 60 acts over 10 days, all of which have never been seen here before."
1130	"A SINGLE mum with a two-year-old child was left ""devastated"" after learning a man she’d started a relationship with was a convicted sex offender, a court has heard."
1131	ONE of the region's top police officers is stepping down after almost 32 years of distinguished service.
1132	BOSS Eddie Howe backed his Cherries players to cope with a demanding festive schedule and admitted: “This is where the squad will have its biggest impact.”
1133	"THIS year's Durham Book Festival brings the Frozen North to the city with a life-size polar bear set to entertain families, while book festival organisers distribute free copies of Northern Lights by award-winning author Philip Pullman."
1134	SOUTHAMPTON university has appointed Professor Sir Christopher Snowden as its next vice-chancellor.
1135	"WOMEN in County Durham feel increasingly confident to report cases of domestic abuse, according to Police Crime and Victims’ Commissioner Ron Hogg."
1136	"A NEWPORT man who crashed his car into a parked van died from multiple injuries, an inquest heard."
1137	GEMMA Bridge has pulled out of next month's European Championships after enduring an injury-plagued season.
1138	A GAMING shop has been granted a licence to sell alcohol after police expressed concerns about crime and underage drinking.
1139	SOUTHAMPTON-based automotive retailer Picador Renault will continue as AFC Totton's official sponsor for next season.
1140	"Oliver Phelps, best known for playing George Weasley in the Harry Potter films, tells What’s On about swapping magic for murder as he makes his stage debut in The Case Of The Frightened Lady"
1141	THE UK'S biggest trade union for prison staff has slammed government policy and blamed a surge in violence and drugs at HMP Bullingdon on austerity after a new report claimed the lives of prisoners and staff were being put at risk.
1142	THE wonder of JK Rowling’s Harry Potter series has been captured in a new exhibition on the history of magic and folklore.
1143	PART of a railway line which has been closed since 2012 is due to open again later this month.
1144	Dean Hammond has warned his former Brighton teammates to expect a difficult afternoon at St Mary’s tomorrow.
1145	A GROUP of recovering addicts and people at risk of homelessness have been learning how to do formal debating as part of a project aimed at helping them learn new skills.
1146	"1 Russell-Cotes Museum will be celebrating a traditional Victorian Christmas this weekend. Visitors will be able to explore the house, meet the resident Victorians and learn about Christmas traditions of the past. There will be story readings, mulled wine, carols, mince pies, biscuit decorating and crafts. No need to book, standard admission applies and biscuit decorating costs extra. The museum is open between 11am and 4pm on Saturday and Sunday."
1147	"DEBENHAMS department store in Oxford could escape closure because it does not have a ground floor, according to a retail expert."
1148	THERE were scenes of jubilation as the Three Lions efficiently dispatched Sweden to win England’s first semi-final place in nearly three decades.
1149	YORK Schoolboys Under-12s footballers booked their place in the final of the Michael Dale Trophy with a 3-0 triumph at Sheffield.
1150	BARCLAYS in Burnham-on-Sea is set to close its doors this Autumn after the banking giant revealed just 179 people have used the branch in the last year.
1151	A SAILOR from Poole who reported his wife missing from their sinking catamaran off the coast of Cuba is expected to shed light on the mystery after an apparent plea deal was struck in the US.
1152	"A DRUNK man stole two bottles of whiskey from a shop before running into an automatic door, which had failed to open, causing damage to the glass."
1153	PRZEMYSLAW Kazimierczak has one of the longest names in football and he wants to ensure Darlington supporters do not forget it as he aims to extend his impressive clean sheet record.
1154	PUPILS from a Magor primary school have written to the Prime Minister to plea for a walkway station for the village.
1155	"REPRESENTATIVES from the police, Bournemouth council and a homelessness outreach team will join a webchat about Charminster this month."
1156	HEAD coach Kevin Sharp says it is important for relegated Worcestershire to get the right balance of experienced players and continue to develop their own crop of exciting young talent.
1157	"SOUTHAMPTON fans could soon be able to stand in support of their team, as a petition to introduce safe-standing is to be debated by MPs."
1158	BOSS Eddie Howe admitted Cherries’ 2-1 win over Huddersfield Town had been “uncomfortable” after the Dorset club ended their four-match losing run.
1159	"“A CONFLICT of interest” over the fate of Darlington’s Crown Street Library will haunt the town’s local authority in years to come, a councillor has warned."
1160	"BELINDA O’Hooley and Heidi Tidow are on the road with their WinterFolk Volume I album of original, contemporary and traditional winter songs, playing a sold-out show at Thorganby Village Hall, near York, on December 22."
1161	"WORCESTERSHIRE Wildlife Trust, the county's largest nature conservation charity, has produced a video as part of its 50th celebrations."
1162	"IN July 1978, two tortured bodies were found floating off the coast of Guatemala in central America, the remains of junior doctor Chris Farmer and his lawyer girlfriend Peta Frampton."
1163	"WHILE most people were finishing off the last of the Christmas turkey, these runners braved the cold to raise money for charity."
1164	BLACK Country theatre group The Fizzogs have become an internet sensation after a video of their comedy dance performance at Stourbridge Carnival was posted online.
1165	BIRMINGHAM City Council has said it does not offer the solution to Oxford’s housing problem.
1166	HERE'S your weekly round-up of some of the events taking place across the area this weekend.
1167	MIKE ASHLEY wants to tie Rafael Benitez down to a new five-year deal – and is determined to break the current impasse over the Newcastle United manager’s future before the transfer window reopens at the start of January.
1168	"WHEN a young mum or dad or any beloved relative dies in critical care, the shock for their children can be overwhelming."
1169	SATURDAY’S ‘yellow vest’ rally in Newport should act as a wake-up call to the people of Gwent.
1170	"BUDGET cuts mean councils are under pressure to save every penny, and in Sedgemoor that means fewer places to spend one."
1171	TOP scorer Padraig Amond believes Newport County AFC can take inspiration from the Great Escape season as they aim to gatecrash the League Two play-offs.
1172	SUPPORTERS watching a Cwmbran football team at the weekend might have been forgiven for thinking their new sub looked a little familiar.
1173	"REGARDING Bournemouth congestion, a solution albeit a very expensive one is building an underground rail network."
1174	STUDENT paramedics are benefitting from work experience placements in nine of Sanctuary Care’s homes across Worcestershire.
1175	"Back in the 90s this wonderfully atmospheric drama won its author, Conor McPherson, an Olivier Award for Best New Play."
1176	"A DURHAM University student has been held in solitary confinement in the UAE after he was accused of spying and detained five months ago following a research trip, it has been claimed."
1177	"SKINHEADS, lovesick men and witches are set to wow audiences at a succession of film festivals, thanks to Oxford directors."
1178	Jamie George insists England are braced to face New Zealand at their most devastating after being served notice of what Saturday’s Twickenham showdown means to the world champions.
1179	Today’s Lanzarote Hurdle looks a quality and ultra-competitive renewal of this valuable handicap over two-miles at Kempton Park.
1180	"GENEVA — The Ebola outbreak in the Democratic Republic of Congo is now concentrated in two areas and could be stopped by September, but the country also needs help tackling its broader health problems, the head of the World Health Organization said on Thursday."
1181	THE relatives of a Durham war hero are being sought by a man living in the country where he is buried.
1182	"IDEALLY Toby Fricker would be finishing the Principality Premiership season with Ebbw Vale, preparing for a summer of graft in a bid to make it into the Dragons team."
1183	A SECONDARY school that was hit by lightning then an arson attack in the space of just four days has been forced to move classes into temporary buildings for the next six months.
1184	A LORRY driver is to be sentenced today over the death of two people in a serious crash on the M3.
1185	ENTERPRISE bosses in Oxfordshire have announced six new awards as part of the European Social Fund Community Grants programme.
1186	"ROUNDABOUT, Paines Plough’s unique pop-up theatre tent, returns to Dorset as part of Bournemouth’s Arts by the Sea Festival this month."
1187	"PONTYPOOL Party in the Park takes place this Saturday, July 14, from 11am until 5pm in Pontypool Park."
1188	"Dear Abby: My fiance, ""Monique,"" has put me into financial ruin. It's all because of this girl she has been hanging around with, ""Tracy."" Monique's friends have warned her to stay away from Tracy because she's bad news."
1189	WORCESTER Wolves stepped up their recruitment drive ahead of the new British Basketball League (BBL) campaign with the signing of American point guard Will Funn.
1190	"GARRY MONK admits it is “not ideal” for him to begin life as Birmingham City manager with a meeting with former club Middlesbrough on Tuesday night, just 73 days after he was sacked by the Teesside club."
1191	"BOSS Eddie Howe insisted Nathan Ake would be going nowhere – but described as ""a good sign"" speculation linking him with Tottenham."
1192	HUNDREDS of people paid tribute to Red Arrows pilot Jon Egging at a poignant Air Festival fundraiser in his memory.
1193	COUNCILLORS in Poole have recommended that a letter is sent to the government opposing any changes to the planning procedures for fracking – but stopped as far as calling for a ban.
1194	"UNICORN rides, fire engines and charity haircuts – there was plenty to see and do at a primary school’s summer fair."
1195	"THOUSANDS of children have been counting down to today’s release of the final Harry Potter film, but for one schoolgirl it will be even more special."
1196	Seattle police officers with rifles shot and killed a man at a house in the Queen Anne neighborhood last night.
1197	"THIRTY years on, York City's victory over Arsenal in the fourth round of the FA Cup still resonates as one of the competition's big shocks."
1198	PONTYPOOL RFC have pledged all ticket sales from an upcoming match to a local club ransacked by thieves.
1199	MORE emergency service staff will be duty tonight as the city prepares itself for England's biggest football game in nearly three decades.
1200	A FAMILY want to move their four children into a caravan in the garden so they can “have a bit of space” without having to move house.
1201	"Helicopters have been there to rescue us, entertain and sometimes to enthral as they thunder or clatter overhead. MARTIN WADE delves into the Argus archive for a glimpse of some exotic visitors from the skies over Gwent."
1202	After 50 years Harry Mead's weekly column is coming to an end. Chris Lloyd talked to him about the poetry of the Yorkshire countryside and the prose of our democracy
1203	A Hampshire MP has defiantly insisted politicians should have second jobs after details of his extra earnings were published.
1204	Saints played out a goalless draw against Burnley to open up their new Premier League season.
1205	"Aston Rowant’s adventure in the ECB Under 15 National Club Championship is over following an 11-run defeat by Oakfield Parkonians (Essex) in the London & East regional finals at Old Albanian CC, St Albans."
1206	"ON its opening day 90 years ago, Bournemouth’s Pavilion was described by its management as “the greatest municipal enterprise of its kind”."
1207	"Chris Tomlinson retired from athletics last weekend after a 15-year international career. The Teesside long jumper has been one of the North-East’s most successful athletes, but tells Chief Sports Writer Scott Wilson why he fears for the future of the sport"
1208	LIFEBOAT crews from around the UK and Ireland have become ‘pin ups’ in a new calendar that supports one of the biggest photographic projects ever undertaken.
1209	AS the England team prepares for tonight’s semi-final in the FIFA World Cup they do so with mobile data provided by a York firm.
1210	A BODY was discovered by a member of the public as police closed a car park on the A3057 close to Kimbridge yesterday.
1211	"THE ARCHITECT who designed the Randolph Hotel's gothic arches and high sand-coloured walls, has been honoured with a blue plaque at his former home opposite the 19th century Oxford hotel."
1212	A GWENT authority plans to create a £1 million contingency fund to deal with the potential impacts of Brexit.
1213	"Architect Jonathan Adams, of Caerleon, talks to JEN MILLS about working on one of his biggest projects - the Millennium Centre in Cardiff."
1214	"POLICE in Dorset issued 45,344 speeding tickets last year – placing it in the top 10 forces in the UK."
1215	The organisation that manages most the New Forest could be axed under government spending cuts.
1216	OXFORD City boss Mark Jones is using Brackley Town’s heroics in last year’s Buildbase FA Trophy as inspiration.
1217	"DESCRIBED by Ofsted last week as a 'happy and safe' place of learning, John Henry Newman Academy has turned a new chapter in its story of success."
1218	"As YOU may have heard, I recently left UKIP to join the Conservative group in the Welsh Assembly."
1219	"THERE were butterflies in Hallam Amos’ stomach when actor and writer Ruth Jones described her Welsh rugby experience on Desert Island Discs, and the Dragons back is desperate to be a Six Nations participant rather than an onlooker."
1220	Oxfordshire's Mark Sykes saw his hopes of glory in the Bowls England Men’s National Champion Of Champion Singles dashed in the quarter-finals at Worthing.
1221	EXPERTS have found evidence indicating that Corfe Castle was once one of the six most important in England.
1222	"A VICTORIAN-built former mental health hospital has been sold to a trio of property developers, amid claims it will be turned into plush apartments."
1223	TWO orphaned fox cubs are recovering well at Secret World Wildlife Rescue thanks to swift action from the Devon Badger Group.
1224	BEER lovers across the country could soon be sampling a new drink created by a man from Southampton.
1225	"THE memory of Red Arrows’ pilot Jon Egging, who lost his life after an air festival display, will live on at two Bournemouth schools."
1226	"A UNIVERSITY lecturer is helping raise awareness of the impact single use plastic is having on the world’s oceans by designing a boat made entirely from rubbish collected from African beaches – including 30,000 flipflops."
1227	"TWO goals in three appearances could have secured Michael Chopra's starting place against Manchester City tomorrow, but manager Roy Keane might have to find him first."
1228	"WATER and sewerage bills in Dorset will be the second highest in Britain in the coming year, according to figures released today."
1229	A STAINED glass window dating back more than 170 years has been revealed at an historic York city centre church after an organ was removed.
1230	A former city of Chicago employee was found guilty of second-degree murder Monday in the 2005 killing of a cabdriver that stemmed from a fight over a fare.
1231	"The village of Longworth is embarking on an ambitious church bells project, as Hannah Somerville discovered"
1232	"A FISHERMAN who died off the Dorset coast drowned after being tied to his spear gun, an inquest has heard."
1233	MICHAEL Flynn had nothing but praise for his players following Newport County AFC’s 2-0 defeat of Yeovil Town at Huish Park in League Two.
1234	"LABOUR will vow today to crack down on developers “hoarding” land earmarked for nearly 1,800 badly-needed homes across Hampshire."
1235	A NORTH-EAST councillor has denied his work for a lobbying company is a conflict of interests.
1236	THE future of a treasured beauty spot has been saved after a hefty £1.5 million grant was secured.
1237	NEWPORT County are looking to axe three of their key summer signings after putting them on the transfer list.
1238	"WEST London singer Westerman headlines in Southampton on Thursday, a week before the release of his latest EP called Ark."
1239	"A CAMPAIGN trying to save a piece of Brutalist architecture is hoping to raise more than £7,000 to support a programme to come up with an alternative use for the building."
1240	"A WIDOW who claimed almost £81,000 in benefits she was not entitled to has dodged prison – for the good work she has done helping people."
1241	RESEARCH published this week shows engineering is worth £225 billion to the south east's economy and employs 23 per cent of the region's workforce but despite this sector is suffering a skills shoetage and is finding it difficult to attract young people.
1242	Alun Wyn Jones says that Wales have got “a job to get on with” against Scotland after a week dominated by regional rugby politics.
1243	"OXFORD United’s investment to set up an under 23 squad is beginning to reap rewards, according to Karl Robinson."
1244	"‘CRIPPLING’ tax, traffic issues and an ‘upwards spiral’ in rent are reasons behind the demise of Oxford shops, retailers have claimed."
1245	HARRY REDKNAPP will dismiss calls to base Saints' Premiership push around the club's promising crop of youngsters.
1246	"A BROTHER and sister from Malvern were the stand-out athletes at the World Duathlon Championships in Edinburgh, picking up a gold and a silver medal between them."
1247	"WHILE we must applaud the efforts of Cheryl Hadland of Tops Nurseries in trying to make a difference environmentally through switching milk deliveries to glass bottles from plastic, we should step back and examine the claims from a scientific perspective."
1248	"IF you’re looking for somewhere special to escape the crowds this Christmas and celebrate festive traditions, look no further than the National Trust."
1249	MICHAEL Flynn has upped the ante ahead of Newport County AFC’s clash with Northampton Town tonight by declaring it a “cup final”.
1250	PLAYING in a Wembley defeat felt even worse for John Lundstram than watching Oxford United losing in last season’s final.
1251	A MAN has been arrested after a woman fell 10 feet from a bridge in Bournemouth town centre on Saturday.
1252	HIGHBRIDGE MP James Heappey is joining the search for a new operator for the town’s Post Office after the current postmaster announced he wants to sell the business.
1253	MOTORISTS have been urged to take extra care on Dorset's roads after 10 'crashes' in three hours.
1254	"A STUDENT who spotted a gap in the market for a marriage- based tour operator has won £100,000 of investment from four travel industry “dragons”."
1255	A CAR passenger was killed as he changed a wheel at the roadside – five years to the day after he was pronounced dead and came back to life.
1256	CALLS are to be made for blue plaque awards to mark the long history of women’s activism in the North.
1257	WESTMINSTER -- An extensive collection of miniature American Indian collectibles owned by Gail and Oden Kemp of Hampstead is the focus of a new exhibit now on display at the Carroll County Farm Museum.
1258	IT will be a homecoming of sorts for James Blunt when he makes his return to Bournemouth next week.
1259	TOMMY Hayes and Richard Higgs claimed the inaugural Baylis Pairs Cup final at Worcester’s Ravenmeadow and Perdiswell Park.
1260	CRAIG HIGNETT has paid tribute to match-winners Josh Hawkes and Luke Molyneux after showing the composure to help Hartlepool United complete a remarkable comeback.
1261	NEWPORT County AFC manager Michael Flynn saw his side end their long wait for a home win on Saturday but more missed chances convinced him that he needs to add to his attacking options.
1262	"MONMOUTH Town have confirmed the signing of former Newport County AFC, Cheltenham Town and Swansea City striker Julian Alsop until the end of the season."
1263	A TRUCK driver involved in a horror crash has thanked the Great North Air Ambulance Service for saving his life.
1264	"IT was something straight out of a James Bond movie, as one air festival spectator enthused."
1265	ZANE Kirchner is desperate to provide value on the pitch in the Dragons’ Guinness PRO14 run-in as the former Springboks full-back prepares to make his return to action.
1266	AIDAN Hawtin and Sam Humphreys have been released from their Oxford United contracts early to play in Norway.
1267	OXFORDSHIRE booked their place in the final of the ECB Royal London Under 17 Cup with a thrilling one-run victory off the last ball of their semi-final with Leicestershire at Oxford Downs.
1268	FORMER Darlington goalkeeper Adam Bartlett is relishing the potential hostility that will be generated by York City’s visit to his old club this weekend.
1269	"WAY back in 1974, a mammoth task was undertaken when one of the hidden gems of Worcester High Street, Steward's Chemist Shop, which stood opposite the Guildhall, was relocated lock, stock and many a bottle, half a mile across the city to the Art Gallery & Museum in Foregate Street."
1270	WIGGINTON Grasshoppers went top of the Fastpack Ltd York Sunday Morning Football League first division after Harry Clapham scored a hat-trick in a 4-1 win at Brayton.
1271	Monmouth MP David Davies met with apprentices from David Wilson Homes in the town to celebrate New Homes Week.
1272	DIDCOT duo Dan Rivers and Ben Watson were flying the flag at their old school yesterday as they reflected on their Commonwealth Games triumphs.
1273	THERE weren't many purple UKIP rosettes on show but the party has arrived as a political force on Winchester City Council.
1274	"With hundreds of people expected to use the Newport Night Shelter during the cold winter months, Chris Seal speaks to the people that use it to see how it has helped them over the Christmas period."
1275	WARRIORS boss Alan Solomons says Welsh international Josh Adams is still wanted at Sixways – despite public overtures from west of the border.
1276	POLICE have identified more than a dozen youngsters who were responsible for a spate of vandalism and attacks on buses earlier this year.
1277	MATT Paterson’s second-half strike gave Oxford City victory over neighbours Oxford United to reach the Oxfordshire Senior Cup final.
1278	A DOCTOR accused of sexually assaulting a woman at the John Radcliffe Hospital claimed the examination of her was purely medical.
1279	PIRATES chief Matt Ford hailed the exploits of star man Nicolai Klindt following their first away win of the season in the SGB Premiership.
1280	THE 12 shortlisted artists for the Aesthetica Art Prize will showcase the new generation of talent at York Art Gallery from May 18 to September 30.
1281	FORMER labourer and Sunday League striker Reece Thompson has admitted he is still in a state of shock after landing a professional deal with York City.
1282	"A DAY of festivities, including a spectacular bicycle ballet, a lifelike animatronic dinosaur and an international-class racing powerboat will mark the ending of stage one of the inaugural Tour de Yorkshire in Scarborough."
1283	Headington B finished with a flourish to triumph on Summertown Trophy finals day at Banbury Chestnuts.
1284	"WHEN we think of Southampton’s Oxford Street we might picture the swanky bars and restaurants at night, or enjoying relaxed lunches in the sun."
1285	"WORCESTERSHIRE had a post-tax surplus of £449,426 for the financial year ending December 31, 2017."
1286	CROMWELL Youth AFC U12s are celebrating after winning the Newport and District Cup final 2-1 at the Newport Stadium in a close match with Villa Dino.
1287	BOSS Brendon King believes Hamworthy United have given themselves a “massive platform” to achieve a club-high finish in Sydenhams Wessex Premier.
1288	THE BISHOP of Durham gave a keynote address in front of the Queen at the celebration of the 150th anniversary of a unique Christian charity.
1289	A MAN jailed for 11 years for his part in a series of aggravated burglaries in the Southampton area has escaped prison.
1290	A MAN is back behind bars after abusing officers and staff at a hospital – just two days after being released from prison.
1291	"PHOENIX — A man who shot and killed a call-center CEO and critically wounded a lawyer at a Phoenix office building where they were meeting to discuss a contract dispute was found dead early Thursday, ending a nearly 24-hour manhunt that had area residents on edge."
1292	VIRGIL van Dijk insists he will not be bothered if he is booed by Saints fans when he returns to St Mary’s on Sunday with Liverpool.
1293	SOME residents in Kidlington will be particularly relieved that Campsfield House detention centre is to close.
1294	A MAN who drove his car at people outside a bar in Chepstow has been cleared of four counts of attempting to commit grievous bodily harm with intent.
1295	"OXFORD City broke the vet 65 course record when winning gold at the British Masters Cross Country Relay Championships in Long Eaton, near Nottingham."
1296	ELEVEN men who were under investigation following allegations of abuse at a former detention centre are to face no further action.
1297	"THOUSANDS of jobs are at risk in Oxfordshire as a result of the Government’s approach on Brexit, a Labour MEP has warned."
1298	"HUNDREDS of skeletons could be buried beneath Oxford's Bonn Square, according to the archaeologist overseeing redevelopment work."
1299	Andy Whing is desperate to help lift the mood as Oxford United attempt to get back on track at the Kassam Stadium when in-form Southend United visit this afternoon.
1300	"Councillor Joy Andrews, Pickering mayor, is leading the welcome to the Tour de Yorkshire on behalf of the town."
1301	MANAGER John Snape hopes the consistency of Andy Gallinagh’s performances will rub off on his young players this season.
1302	"MIDDLESBROUGH have already been busy this transfer window, with Rajiv van La Parra arriving on loan from Huddersfield, George Saville turning his loan move from Millwall into a permanent transfer and Martin Braithwaite leaving to join Leganes."
1303	BROMYARD-based ringmaster Chris Barltrop has celebrated the 250th anniversary of the invention of modern circus by writing a play all about it.
1304	A woman pensioner in Abingdon was left distressed after a thief approached her from behind and snatched her handbag.
1305	"TWO concerning reports in the Oxford Mail (December 30), illustrates a politically divided Oxford."
1306	YORK City supporters liaison officer Phil Howden has clarified comments in which he described the club as a “horrible place to work”.
1307	"With the election clock ticking, York’s Conservatives have a new man in charge. He tells political reporter MARK STEAD he wants to lead a party which listens."
1308	A GREAT chase after two bicycle thieves has resulted in the successful recovery of the bikes – and a heartfelt thank you to the community that helped.
1309	FEARS over the impact of Brexit dominated proceedings when the shadow minister for science and innovation visited Oxford Science Park yesterday.
1310	"VIKINGS stretched their lead in Division 1 by winning 5-1 at home to Masons Arms, writes PETE EWINS."
1311	The owners of a private school rocked by allegations of physical abuse said today that parents of current pupils are standing by the school.
1312	NATHAN Ake insists confidence is still high in the Cherries dressing room – despite a four-match losing run.
1313	The race to decide the Howard County girls basketball county champion will come down to the final game of the regular season.
1314	"AFTER his mother’s death, Simon Worrall found a chocolate box full of letters in the attic telling the story of her love for Martin Preston."
1315	"Fiona Bird, food blogger and author of Let Your Kids Go Wild Outside, provides a guide to traditional island food, with a recipe for crab panna cotta"
1316	HEAD coach Carl Hogg says he is likely to field a largely unchanged side to take on Connacht as he looks for a reaction from his Worcester Warriors players on Saturday (3pm).
